a,긍정,부정,진보,보수,찬성,반대,b,c,d
3,5.7,2.94,10.86,15.21,20.86,5.74,"윤 대통령, 광부 생환에 ""기적 같은 일…구조 작업자들에 사의""","윤석열 대통령은 오늘(5일) 경북 봉화군 광산 매몰사고로 고립됐던 두 작업자의 무사 생환 소식에 ""참으로 기적 같은 일""이라며 구조에 힘쓴 이들에게 사의를 표했습니다. 윤 대통령은 페이스북글에서 ""봉화의 아연 광산에 고립돼 있던 광부 두 분이 무사히 구조됐다. 생사의 갈림길에서 무사히 돌아오신 두 분께 감사하고 또 감사하다. 가슴이 뭉클하다""고 밝혔습니다. 이어 ""며칠 동안 밤낮없이 최선을 다한 소방청 구조대, 광산 구조대 여러분, 너무나 수고하셨다""며 ""현지에 파견돼 구조작업에 매진해준 시추대대 군 장병 여러분께도 깊이 감사드린다""고 강조했습니다. 윤 대통령은 앞서 지난달 29일 페이스북글에서 ""생계를 위해 일하는 생활의 현장이 삶과 죽음의 갈림길로 바뀌는 현실이 안타깝다""며 소방청 등 관계기관에 모든 가용 인력과 자원을 투입해 구조에 나서 달라고 당부했습니다. 윤 대통령은 소방 및 광산 구조대원만의 노력으로 구조에 어려움을 겪고 있다는 소식을 듣고 국방부 시추장비의 현지 파견 등 다각적 노력을 정부 내각에 지시했다고 대통령실 관계자는 전했습니다. (사진=연합뉴스) 김기태 기자KKT@sbs.co.kr",https://v.daum.net/v/20221105004200291
3,15.13,0.16,38.3,11.89,42.55,1.85,"윤 대통령, 봉화 광부 생환에 ""기적 같은 일…감사 또 감사""","윤석열 대통령은 경북 봉화군 광산 매몰 사고 발생 221시간 만인 지난 4일 오후 11시3분께 광부 2명이 무사 생환하자 “참으로 기적 같은 일”이라며 크게 반겼다. 윤 대통령은 이날 생환 소식이 알려진 직후 페이스북에 글을 올려 “봉화의 아연 광산에 고립돼 있던 광부 두 분이 무사히 구조됐다”고 전한 뒤 “생사의 갈림길에서 무사히 돌아오신 두 분께 감사하고 또 감사하다. 가슴이 뭉클하다”고 적었다. 이어 “며칠 동안 밤낮없이 최선을 다한 소방청 구조대, 광산 구조대 여러분, 너무나 수고하셨다. 현지에 파견돼 구조 작업에 매진해준 시추대대 군 장병 여러분께도 깊이 감사드린다”면서 거듭 사의를 표했다. 그는 앞서 지난달 29일 “생계를 위해 일하는 생활의 현장이 삶과 죽음의 갈림길로 바뀌는 현실이 안타깝다”며 모든 가용 인력과 자원을 투입해 구조에 나서달라고 당부한 바 있다. 윤 대통령은 구조에 어려움을 겪는다는 보고를 받고 국방부 시추장비 현지 파견 등을 지시한 것으로 전해졌다. 김봉구 한경닷컴 기자 kbk9@hankyung.com",https://v.daum.net/v/20221105004003277
3,32.93,0.28,39.48,9.37,43.96,3.21,"尹, 광부 생환 소식에 ""기적 같은 일…감사, 또 감사""","윤석열 대통령은 4일 경북 봉화군 광산 매몰사고로 고립됐던 두 작업자의 무사 생환 소식에 ""참으로 기적 같은 일""이라며 구조에 힘쓴 이들에게 사의를 표했다. 윤 대통령은 이날 밤 페이스북글에서 ""봉화의 아연 광산에 고립돼 있던 광부 두 분이 무사히 구조됐다. 생사의 갈림길에서 무사히 돌아오신 두 분께 감사하고 또 감사하다. 가슴이 뭉클하다""고 밝혔다. 이어 ""며칠 동안 밤낮없이 최선을 다한 소방청 구조대, 광산 구조대 여러분, 너무나 수고하셨다. 현지에 파견돼 구조작업에 매진해준 시추대대 군 장병 여러분께도 깊이 감사드린다""고 강조했다. 윤 대통령은 앞서 지난달 29일 페이스북글에서 ""생계를 위해 일하는 생활의 현장이 삶과 죽음의 갈림길로 바뀌는 현실이 안타깝다""며 소방청 등 관계기관에 모든 가용 인력과 자원을 투입해 구조에 나서 달라고 당부했다. 윤 대통령은 소방 및 광산 구조대원만의 노력으로 구조에 어려움을 겪고 있다는 소식을 듣고 국방부 시추장비의 현지 파견 등 다각적 노력을 정부 내각에 지시했다고 대통령실 관계자는 전했다. 구조당국에 따르면 봉화 재산면 아연 채굴광산에 고립됐던 광부 2명 선산부(조장) 박씨(62)와 후산부(보조작업자) 박씨(56)는 사고가 발생한 지 221시간 만인 이날 오후 11시 3분께 갱도 밖으로 걸어서 나왔다.박상길기자 sweatsk@dt.co.kr",https://v.daum.net/v/20221105003908274
3,32.77,2.68,10.39,10.14,39.12,3.52,"尹대통령, 봉화 광부 생환에 “가슴이 뭉클… 구조 작업자들에 깊이 감사”","윤석열 대통령은 4일 경북 봉화군 아연 채굴광산 매몰사고로 고립됐던 광부 2명의 무사 생환 소식에 “참으로 기적 같은 일”이라며 구조에 힘쓴 이들에게 사의를 표했다. 윤 대통령은 이날 밤 페이스북에 올린 글에서 “봉화의 아연 광산에 고립돼 있던 광부 두 분이 무사히 구조됐다. 생사의 갈림길에서 무사히 돌아오신 두 분께 감사하고 또 감사하다. 가슴이 뭉클하다”고 밝혔다. 윤 대통령은 이어 “며칠 동안 밤낮없이 최선을 다한 소방청 구조대, 광산 구조대 여러분, 너무나 수고하셨다”며 “현지에 파견돼 구조작업에 매진해준 시추대대 군 장병 여러분께도 깊이 감사드린다”고 덧붙였다. 윤 대통령은 앞서 지난달 29일 페이스북 글에서 “생계를 위해 일하는 생활의 현장이 삶과 죽음의 갈림길로 바뀌는 현실이 안타깝다”며 소방청 등 관계기관에 모든 가용 인력과 자원을 투입해 구조에 나서 달라고 당부한 바 있다. 윤 대통령은 소방 및 광산 구조대원만의 노력으로 구조에 어려움을 겪고 있다는 소식을 듣고 국방부 시추장비의 현지 파견 등 다각적 노력을 정부 내각에 지시했다고 대통령실 관계자는 전했다. 이날 구조당국에 따르면 봉화군 재산면 아연 채굴광산에 고립됐던 선산부(조장) 박씨(62)와 후산부(보조작업자) 박씨(56)가 사고 발생 221시간 만인 이날 오후 11시 3분쯤 갱도 밖으로 걸어서 나왔다. 119 구조당국은 두 사람을 안동병원으로 이송했다. 두 사람 모두 건강 상태는 양호한 것으로 전해졌다. 소방당국은 이들이 모닥불을 피워 추위를 견딘 것으로 보인다고 전했다. 이정수 기자",https://v.daum.net/v/20221105002902210
4,0.24,60.45,10.54,17.92,0.6,90.78,"北, 선전매체 총동원해 '비질런트 스톰' 연장 비난",한미가 북한의 연이은 도발에 대한 대응조치로 연합공중훈련인 '비질런트 스톰'의 훈련 기간을 하루 연장하자 북한이 선전 매체를 총동원해 맹비난했습니다.  대외선전매체 '메아리'는 한미가 자신들의 자위적인 대응조치들을 구실로 연합공중 훈련을 연기해 북침 전쟁 기도를 더욱 노골적으로 드러냈다고 주장했습니다.  그러면서 '비질런트 훈련'이 가뜩이나 험악한 정세를 통제 불능의 국면으로 몰아넣으려는 위험천만한 군사적 망동이라고 비난했습니다.  선전매체 '통일의메아리'는 훈련으로 한반도 정세가 일촉즉발의 위험한 국면으로 번져지고 있다며 전쟁 연습 기일을 더 연장한 것을 보면 한미의 전쟁 도발 흉계가 어느 정도에 이르렀는지 잘 알 수 있다고 강변했습니다.  또 '우리민족끼리'도 한미가 북한을 군사적으로 압살하기 위한 불장난 소동을 벌여 한반도 군사적 긴장이 최고조에 달하고 있다고 비난했습니다.  YTN 한연희 (hyheee@ytn.co.kr) ※ '당신의 제보가 뉴스가 됩니다'  [카카오톡] YTN 검색해 채널 추가  [전화] 02-398-8585  [메일] social@ytn.co.kr,https://v.daum.net/v/20221105165100545
4,0.33,70.43,1.39,12.44,0.5,70.23,"북 선전매체, 비질런트 스톰 연장에 “위험천만한 군사적 망동” 비판"," 북한은 한미 연합공중훈련인 ‘비질런트 스톰’ 기간이 연장되자 선전매체를 총동원해 비난에 나섰다. 대외선전매체 ‘메아리’는 5일 “미국과 괴뢰들은 우리의 자위적인 대응조치들을 구실로 련합공중훈련을 연기함으로써 저들의 북침전쟁기도를 더욱 로골적으로 드러내놓았다”고 주장했다. 그러면서 “이것은 사실상 가뜩이나 험악한 정세를 통제불능의 국면에로 몰아넣으려는 위험천만한 군사적 망동”이라며 “미국과 괴뢰호전광들은 그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것”이라고 비판했다. 선전매체 ‘통일의메아리’는 “수많은 전투기를 동원해 최대규모의 련합공중훈련을 감행하고도 모자라 전쟁연습기일을 더 연장하려하는 것을 보면 괴뢰역적패당과 미국의 전쟁도발흉계가 어느 정도에 이르렀는가 하는 것을 잘 알 수 있다”고 지적했다. 이어 “미국과 괴뢰들의 련합공중훈련으로 조선반도(한반도) 정세는 일촉즉발의 위험한 국면으로 번져지고 있다”고 반발했다. ‘우리민족끼리’도 “괴뢰들이 외세와 야합하여 우리 공화국을 군사적으로 압살하기 위한 불장난소동을 그칠새 없이 벌려놓고 있는 것으로 하여 오늘 조선반도에서 군사적 긴장은 최고조에 달하고 있다”고 목소리를 높였다. 한미는 지난 31일 시작한 비질런트 스톰 훈련을 당초 4일까지 진행할 계획이었으나 북한의 계속된 도발에 하루 연장을 결정했다. 한미가 훈련 연장을 결정하자 북한은 구형 미사일을 포함해 최소 30발 이상 미사일을 쏘아댔고, 군용기로 시위성 비행까지 감행했다. 비질런트 스톰에는 우리 공군 F-35A, F-15K, KF-16 전투기 등 140여 대와 미군 F-35B 전투기, EA-18 전자전기 등 100여 대를 포함해 총 240여 대가 참가했으며, 이날 오후에는 미국의 3대 전략 폭격기라고 불리는 B-1B가 훈련에 합류한다. ",https://v.daum.net/v/20221105164006418
4,0.4,56.52,5.28,17.0,1.91,73.92,한·미 연합공중훈련 하루 연장에… 北 “군사적 망동” 맹비난,"             북한 대외선전매체 ‘메아리’는 5일 “미국과 괴뢰들은 우리의 자위적인 대응조치들을 구실로 련합공중훈련을 연기함으로써 저들의 북침전쟁기도를 더욱 로골적으로 드러내놓았다”고 비난했다. 그러면서 “이것은 사실상 가뜩이나 험악한 정세를 통제불능의 국면에로 몰아넣으려는 위험천만한 군사적 망동”이라며 “미국과 괴뢰호전광들은 그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것”이라고 주장했다.            북한의 잇따른?도발에 대한 대응조치로 한·미가 연합공중훈련인 ‘비질런트 스톰’(Vigilant Storm)의 훈련 기간을 하루 연장한 데 대해?북한은?선전매체를 통해?맹비난을 가했다. 북 선전매체 ‘통일의메아리’는 “수많은 전투기를 동원해 최대규모의 련합공중훈련을 감행하고도 모자라 전쟁연습기일을 더 연장하려하는 것을 보면 괴뢰역적패당과 미국의 전쟁도발흉계가 어느 정도에 이르렀는가 하는 것을 잘 알 수 있다”며 “미국과 괴뢰들의 련합공중훈련으로 조선반도(한반도) 정세는 일촉즉발의 위험한 국면으로 번져지고 있다”고 주장했다. ‘우리민족끼리’도 “괴뢰들이 외세와 야합하여 우리 공화국을 군사적으로 압살하기 위한 불장난소동을 그칠새 없이 벌려놓고 있는 것으로 하여 오늘 조선반도에서 군사적 긴장은 최고조에 달하고 있다”고 비난했다. 비질런트 스톰은 우리 공군의 F-35A, F-15K, (K)F-16?등 140여대의 항공전력과 미군의 F-35B, EA-18?등 총 240여대의 대규모 전력이 참여해 실전과 같은 공중전투훈련을 진행하는 한·미 연합 훈련이다. 지난달 31일 시작해 당초 닷새 일정으로 전날까지 진행할 예정이었지만, 최근?북한이 도발 수위를?높이면서 훈련 기간이 이날까지로?하루 연장됐다. 이강진 기자 jin@segye.com",https://v.daum.net/v/20221105162627227
4,0.24,61.05,16.18,18.97,0.57,89.99,"북한, 선전매체 총동원해 '비질런트 스톰' 연장 비난","북한은 한미가 북한의 연이은 도발에 대한 대응조치로 연합공중훈련인 '비질런트 스톰'의 훈련 기간을 하루 연장한 것에 대해 선전매체를 총동원해 맹비난했습니다. 대외선전매체 '메아리'는 오늘 ""미국과 괴뢰들은 우리의 자위적인 대응 조치들을 구실로 연합공중훈련을 연기함으로써 저들의 북침 전쟁 기도를 더욱 노골적으로 드러냈다""고 비난했습니다. 또 ""이것은 사실상 가뜩이나 험악한 정세를 통제불능의 국면으로 몰아넣으려는 위험천만한 군사적 망동""이라며 ""미국과 괴뢰 호전광들은 그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것""이라고 위협했습니다. 선전매체 '통일의메아리'는 ""수많은 전투기를 동원해 최대 규모의 연합공중훈련을 감행하고도 모자라 전쟁 연습 기일을 더 연장하려하는 것을 보면 괴뢰 역적패당과 미국의 전쟁 도발 계략이 어느 정도에 이르렀는가를 잘 알 수 있다""고 비판했습니다. 또 ""미국과 괴뢰들의 연합공중훈련으로 한반도 정세는 일촉즉발의 위험한 국면으로 번져지고 있다""고 주장했습니다. '우리민족끼리'도 ""괴뢰들이 외세와 야합하여 우리 공화국을 군사적으로 압살하기 위한 불장난 소동을 그칠새 없이 벌려놓고 있어, 오늘 한반도에서 군사적 긴장은 최고조에 달하고 있다""고 비난했습니다. 서혜연 기자(hyseo@mbc.co.kr) 기사 원문 - https://imnews.imbc.com/news/2022/politics/article/6424045_35666.html",https://v.daum.net/v/20221105155222704
4,0.37,76.46,4.99,13.71,2.97,67.61,"북, 선전매체 총동원해 '비질런트 스톰' 맹비난"," 한미가 북한의 연이은 도발에 대한 대응 조치로 연합공중훈련 '비질런트 스톰'의 훈련 기간을 하루 연장하자 북한이 선전매체를 총동원해 맹비난했습니다. 대외선전매체 '메아리'는 오늘(5일) 한미 연합공중훈련을 두고 ""북침 전쟁 기도를 더욱 노골적으로 드러냈다""고 비난했습니다. 그러면서 ""가뜩이나 험악한 정세를 통제 불능의 국면으로 몰아놓으려는 위험천만한 군사적 망동""이라며 ""그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것""이라고 한반도 긴장 고조 책임을 떠넘겼습니다. 선전매체 '통일의메아리' 역시 한미 연합공중훈련으로 한반도 정세가 일촉즉발의 위험한 국면으로 번지고 있다고 주장했습니다. '우리민족끼리'도 한미가 북한을 군사적으로 압살하기 위해 ""불장난 소동을 그칠 새 없이 벌려놓고 있다""며 이 때문에 군사적 긴장이 최고조에 달하고 있다고 비난했습니다. 비질런트 스톰은 지난 달 31일 시작해 어제 종료할 예정이었지만 북한이 도발을 지속하면서 한미가 전격적으로 하루 연장을 결정했습니다. 북한은 이에 반발해 구형 미사일을 포함해 최소 30발 이상 미사일을 쐈고, 한미에 위협적이지는 않아도 무력 시위 성격이 짙은 군용기 집단 비행도 감행했습니다. 하루 연장된 비질런트 스톰에 오늘 오후에는 미국의 B-1B 전략폭격기가 훈련에 합류할 예정입니다. 김민정 기자compass@sbs.co.kr",https://v.daum.net/v/20221105153903510
4,0.28,71.47,14.44,19.68,0.7,88.54,"북한, 선전매체 총동원해 ‘비질런트 스톰’ 연장 비난"," 한미가 북한의 연이은 도발에 대한 대응조치로 연합공중훈련인 ‘비질런트 스톰’의 훈련 기간을 하루 연장한 것에 대해 북한이 선전 매체를 총동원해 맹비난했습니다. 대외선전매체 ‘메아리’는 오늘(5일) “미국과 괴뢰들은 우리의 자위적인 대응 조치들을 구실로 련합공중훈련을 연기함으로써 저들의 북침 전쟁 기도를 더욱 로골적으로 드러내놓았다”고 비난했습니다. 그러면서 “이것은 사실상 가뜩이나 험악한 정세를 통제 불능의 국면에로 몰아넣으려는 위험천만한 군사적 망동”이라며 “미국과 괴뢰 호전광들은 그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것”이라며 으름장을 놨습니다. 선전 매체 ‘통일의 메아리’는 “수많은 전투기를 동원해 최대규모의 련합공중훈련을 감행하고도 모자라 전쟁연습기일을 더 연장하려 하는 것을 보면 괴뢰 역적패당과 미국의 전쟁 도발 흉계가 어느 정도에 이르렀는가 하는 것을 잘 알 수 있다”고 강변했습니다. 이어 “미국과 괴뢰들의 련합공중훈련으로 조선반도(한반도) 정세는 일촉즉발의 위험한 국면으로 번져지고 있다”고 주장했습니다. ‘우리 민족끼리’도 “괴뢰들이 외세와 야합하여 우리 공화국을 군사적으로 압살하기 위한 불장난소동을 그칠새 없이 벌여놓고 있는 것으로 하여 오늘 조선반도에서 군사적 긴장은 최고조에 달하고 있다”고 비난했습니다. ‘비질런트 스톰’은 지난달 31일 시작해 어제(4일) 끝날 예정이었지만, 북한이 도발을 지속하면서 한미는 전격적으로 하루 연장을 결정했습니다. 한미가 훈련 연장을 결정하자 북한은 구형 미사일을 포함해 최소 30발 이상 미사일을 쏘아댔고, 무력 시위 성격이 짙은 군용기 집단 비행도 감행했습니다. ‘비질런트 스톰’ 마지막 날인 오늘 오후에는 미군의 B-1B 전략폭격기가 훈련에 합류할 예정입니다. [사진 출처 : 연합뉴스] 홍진아 기자 (gina@kbs.co.kr)",https://v.daum.net/v/20221105152210265
4,0.44,77.53,7.64,12.1,3.95,73.73,"北선전매체, 비질런트 스톰 연장 맹비난···""책임져야 할 것""","             [서울경제]              앞서 한미 공군은 지난달 31일부터 전날까지 비질런트 스톰을 진행할 예정이었지만 북한이 최근 연이은 무력 도발을 감행하하자 이날까지 훈련을 하루 연장하기로 했다. 비질런트 스톰에는 한국 공군 F-35A, F-15K, KF-16 전투기 등 140여 대와 미군 F-35B 전투기, EA-18 전자전기 등 100여 대를 포함해 총 240여 대가 참가했다. 이날 오후에는 B-1B 전략폭격기가 합류할 예정이다. 박경은 기자 euny@sedaily.com            북한 선전매체들이 5일 한미 연합공중훈련 ‘비질런트 스톰’ 연장과 관련해 맹비난을 쏟아냈다. 북한 대외선전매체 메아리는 이날 “미국과 괴뢰들은 우리의 자위적인 대응조치들을 구실로 련합공중훈련을 연기함으로써 저들의 북침전쟁기도를 더욱 노골적으로 드러내놓았다”며 “이것은 사실상 가뜩이나 험악한 정세를 통제불능의 국면에로 몰아넣으려는 위험천만한 군사적 망동”이라고 지적했다. 이어 “미국과 괴뢰호전광들은 그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것”이라고 경고했다. 선전매체 통일의메아리도 “수많은 전투기를 동원해 최대규모의 련합공중훈련을 감행하고도 모자라 전쟁연습기일을 더 연장하려하는 것을 보면 괴뢰역적패당과 미국의 전쟁도발흉계가 어느 정도에 이르렀는가 하는 것을 잘 알 수 있다. 미국과 괴뢰들의 련합공중훈련으로 조선반도(한반도) 정세는 일촉즉발의 위험한 국면으로 번져지고 있다”고 비난했다. 우리민족끼리 역시 “괴뢰들이 외세와 야합하여 우리 공화국을 군사적으로 압살하기 위한 불장난소동을 그칠새 없이 벌려놓고 있는 것으로 하여 오늘 조선반도에서 군사적 긴장은 최고조에 달하고 있다”고 지적했다.",https://v.daum.net/v/20221105150227887
4,0.35,54.61,12.62,23.52,3.22,75.39,"北, 한미 연합 공중 훈련 하루 연장에 '맹비난'","[파이낸셜뉴스] 북한이 훈련 기간이 하루 연장된 한미 연합 공중훈련 '비질런트 스톰'에 대해 각종 선제매체를 총동원, 맹비난했다.  대외선전매체 '메아리'는 5일 ""미국과 괴뢰들은 우리의 자위적인 대응조치들을 구실로 련합공중훈련을 연기함으로써 저들의 북침전쟁기도를 더욱 로골적으로 드러내놓았다""고 비난했다.  그러면서 ""이것은 사실상 가뜩이나 험악한 정세를 통제불능의 국면에로 몰아넣으려는 위험천만한 군사적 망동""이라며 ""미국과 괴뢰호전광들은 그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것""이라며 부연했다.  선전매체 '통일의메아리'도 ""수많은 전투기를 동원해 최대규모의 련합공중훈련을 감행하고도 모자라 전쟁연습기일을 더 연장하려하는 것을 보면 괴뢰역적패당과 미국의 전쟁도발흉계가 어느 정도에 이르렀는가 하는 것을 잘 알 수 있다""고 밝혔다.  이어 ""미국과 괴뢰들의 련합공중훈련으로 조선반도(한반도) 정세는 일촉즉발의 위험한 국면으로 번져지고 있다""고 주장했다.  '우리민족끼리'도 ""괴뢰들이 외세와 야합하여 우리 공화국을 군사적으로 압살하기 위한 불장난소동을 그칠새 없이 벌려놓고 있는 것으로 하여 오늘 조선반도에서 군사적 긴장은 최고조에 달하고 있다""고 비난했다.  비질런트 스톰은 지난달 31일 시작해 전날 종료할 예정이었지만, 북한이 도발을 지속하면서 한미는 전격적으로 하루 연장을 결정했다.  비질런트 스톰에는 우리 공군 F-35A, F-15K, KF-16 전투기 등 140여 대와 미군 F-35B 전투기, EA-18 전자전기 등 100여 대를 포함해 총 240여 대가 참가했다. 이날 오후에는 B-1B 전략폭격기가 훈련에 합류한다.",https://v.daum.net/v/20221105144648624
4,0.31,69.2,3.6,17.85,2.61,91.1,"北, 선전매체 총동원해 비질런트 스톰 연장 비난…""군사적 망동""","(서울=연합뉴스) 김승욱 기자 = 한미가 북한의 연이은 도발에 대한 대응조치로 연합공중훈련인 '비질런트 스톰'의 훈련 기간을 하루 연장하자 북한이 선전매체를 총동원해 맹비난했다. 대외선전매체 '메아리'는 5일 ""미국과 괴뢰들은 우리의 자위적인 대응조치들을 구실로 련합공중훈련을 연기함으로써 저들의 북침전쟁기도를 더욱 로골적으로 드러내놓았다""고 비난했다. 그러면서 ""이것은 사실상 가뜩이나 험악한 정세를 통제불능의 국면에로 몰아넣으려는 위험천만한 군사적 망동""이라며 ""미국과 괴뢰호전광들은 그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것""이라며 으름장을 놨다. 선전매체 '통일의메아리'는 ""수많은 전투기를 동원해 최대규모의 련합공중훈련을 감행하고도 모자라 전쟁연습기일을 더 연장하려하는 것을 보면 괴뢰역적패당과 미국의 전쟁도발흉계가 어느 정도에 이르렀는가 하는 것을 잘 알 수 있다""고 강변했다. 이어 ""미국과 괴뢰들의 련합공중훈련으로 조선반도(한반도) 정세는 일촉즉발의 위험한 국면으로 번져지고 있다""고 주장했다. '우리민족끼리'도 ""괴뢰들이 외세와 야합하여 우리 공화국을 군사적으로 압살하기 위한 불장난소동을 그칠새 없이 벌려놓고 있는 것으로 하여 오늘 조선반도에서 군사적 긴장은 최고조에 달하고 있다""고 비난했다. 비질런트 스톰은 지난달 31일 시작해 전날 종료할 예정이었으나 북한이 도발을 지속하면서 한미는 전격적으로 하루 연장을 결정했다. 한미가 훈련 연장을 결정하자 북한은 구형 미사일을 포함해 최소 30발 이상 미사일을 쏘아댔고, 한미에 위협적이지는 않아도 무력 시위 성격이 짙은 군용기 집단 비행도 감행했다. 비질런트 스톰에는 우리 공군 F-35A, F-15K, KF-16 전투기 등 140여 대와 미군 F-35B 전투기, EA-18 전자전기 등 100여 대를 포함해 총 240여 대가 참가했으며, 이날 오후에는 B-1B 전략폭격기가 훈련에 합류할 예정이다. kind3@yna.co.kr ▶제보는 카톡 okjebo",https://v.daum.net/v/20221105143154391
4,1.61,54.44,8.59,20.03,9.39,70.85,"하루 연장 한미 연합훈련, 美 전략폭격기도 참가…北 “군사적 망동”","미국 전략자산으로 꼽히는 B-1B ‘랜서’ 전략폭격기가 5일 오후 한반도로 날아와 한연합공중훈련 ‘비질런트 스톰’(Vigilant Storm)에 참가한다. 5일 군에 따르면 지난달 31일 시작한 비질런트 스톰에는 우리 공군 F-35A, F-15K, KF-16 전투기, KC-330 공중급유기 등 140여대와 미군 F-35B 전투기, EA-18 전자전기, U-2 고공정찰기, KC-135 공중급유기 등 100여 대를 포함해 총 240여대가 참가 중이다. 당초 지난 4일 훈련을 종료할 예정이었으나 북한이 연일 도발 수위를 높이면서 이날까지로 하루 연장됐다. 이날 훈련에는 미 공군 B-1B 전략폭격기도 참여한다. B-1B는 북한이 6차 핵실험에 이어 대륙간탄도미사일(ICBM)을 발사한 2017년 말에도 한미 연합공중훈련에 참여했다. B-1B는 최고 속도 마하 1.25(음속 1.25배)로 비행하며 전략폭격기 중에서도 가장 많은 편인 60t 가까운 무장을 탑재할 수 있다. 앞서 미군은 지난달 중순 태평양 괌 앤더슨 기지에 B-1B 4대를 배치했다. 일각에서는 이번 훈련 참가를 두고 미국이 북한의 최근 도발을 2017년 6차 핵실험 당시만큼이나 엄중하게 보고 있다는 해석도 나온다. 북한은 선전매체를 총동원해 이를 맹비난했다. 대외선전매체 ‘메아리’는 5일 “미국과 괴뢰들은 우리의 자위적인 대응조치들을 구실로 련합공중훈련을 연기함으로써 저들의 북침전쟁기도를 더욱 로골적으로 드러내놓았다”고 비난했다. 그러면서 “이것은 사실상 가뜩이나 험악한 정세를 통제불능의 국면에로 몰아넣으려는 위험천만한 군사적 망동”이라며 “미국과 괴뢰호전광들은 그로 인한 참담한 결과에 대해 전적으로 책임을 져야 할 것”이라며 했다. 선전매체 ‘통일의메아리’는 “수많은 전투기를 동원해 최대규모의 련합공중훈련을 감행하고도 모자라 전쟁연습기일을 더 연장하려하는 것을 보면 괴뢰역적패당과 미국의 전쟁도발흉계가 어느 정도에 이르렀는가 하는 것을 잘 알 수 있다”고 했다. 이어 “미국과 괴뢰들의 련합공중훈련으로 조선반도(한반도) 정세는 일촉즉발의 위험한 국면으로 번져지고 있다”고 주장했다.",https://v.daum.net/v/20221105143004368
5,21.08,14.07,25.0,33.71,28.52,35.99,"尹대통령, 오늘도 '이태원 참사' 합동분향소 엿새째 조문"," ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.  이메일 :jebo@cbs.co.kr 카카오톡 :@노컷뉴스 사이트 :https://url.kr/b71afn   윤석열 대통령은 5일 '이태원 압사 참사'로 숨진 사망자 합동분향소를 엿새째 찾아 조문했다. 윤 대통령은 지난달 31일부터 국가 애도기간 마지막 날인 이날까지 매일 서울광장과 녹사평역 합동분향소를 찾아 희생자들을 애도했다. 이날 오전 10시 31분쯤 서울시청 광장 합동분향소에 도착한 윤 대통령은 입구에서 장갑을 끼고 국화를 받아들었다. 이어 오전 분향소 앞에 헌화하고 분향했으며, 묵념하고 연단을 둘러본 뒤 퇴장했다. 김대기 비서실장, 김은혜 홍보수석, 강승규 시민사회수석, 임종득 국가안보실2차장 등 대통령실 참모들이 동행했다. 정부서울청사에서 진행된 이태원 사고 중앙재난안전대책본부(중대본) 회의를 마친 한덕수 국무총리, 이상민 행정안전부 장관, 박진 외교부 장관, 박보균 문화체육관광부 장관, 조규홍 보건복지부 장관, 방문규 국무조정실장도 같이 조문했다. 윤 대통령은 전날 서울 조계사에서 열린 이태원 참사 추모 법회에서 ""국민 생명과 안전을 책임져야 하는 대통령으로서 비통하고 죄송한 마음""이라며 처음으로 사과했다. CBS노컷뉴스 곽인숙 기자 cinspain@cbs.co.kr",https://v.daum.net/v/20221105163600335
5,37.46,13.54,38.25,38.39,33.55,30.96,"윤 대통령, 엿새째 조문…한덕수 · 이상민 등 내각 동행","윤석열 대통령은 오늘(5일) '이태원 압사 참사'로 숨진 사망자 합동분향소를 엿새째 찾아 조문했습니다. 오늘 오전 10시 31분쯤, 서울시청 광장 합동분향소에 도착한 윤 대통령은 입구에서 장갑을 끼고 국화를 받아들었습니다. 이어 분향소 앞에 헌화하고 분향했으며, 묵념하고 연단을 둘러본 뒤 퇴장했습니다. 김대기 비서실장, 김은혜 홍보수석, 강승규 시민사회수석, 임종득 국가안보실2차장 등 대통령실 참모들이 동행했습니다. 행정부 구성원들도 정부서울청사에서 진행된 이태원 사고 중앙재난안전대책본부(중대본) 회의를 마치고 윤 대통령 조문에 함께했습니다. 한덕수 국무총리, 이상민 행정안전부 장관, 박진 외교부 장관, 박보균 문화체육관광부 장관, 조규홍 보건복지부 장관, 방문규 국무조정실장이 같이 조문했습니다. 윤 대통령은 지난달 31일부터 오늘까지 엿새 연속으로 서울광장과 녹사평역 분향소를 찾아 조문했습니다. 이상민 장관은 지난 2일과 3일 윤 대통령 조문에 동행했고, 전날(4일)은 조문에 함께 하지 않았다가 오늘 다시 분향소에 나왔습니다. (사진=대통령실 제공, 연합뉴스) 김기태 기자KKT@sbs.co.kr",https://v.daum.net/v/20221105151201069
